PAC,CID,CRPName,Distid,Total,,
General Motors,N00026368,"Walberg, Tim",MI07,"$17,500",,
General Motors,N00042240,"Wright, Ron",TX06,"$10,000",,
Alabama Power,N00003028,"Aderholt, Robert B",AL04,"$20,000",,
Alabama Power,N00030910,"Brooks, Mo",AL05,"$20,000",,
Alabama Power,N00044245,"Carl, Jerry",AL01,"$15,000",,
Alabama Power,N00041295,"Moore, Barry",AL02,"$15,000",,
Alabama Power,N00035691,"Palmer, Gary",AL06,"$20,000",,
Alabama Power,N00024759,"Rogers, Mike D",AL03,"$20,000",,
American Institute of CPAs,N00038285,"Arrington, Jodey",TX19,"$10,000",,
American Institute of CPAs,N00039551,"Budd, Ted",NC13,"$10,000",,
American Institute of CPAs,N00038767,"Davidson, Warren",OH08,"$10,000",,
American Institute of CPAs,N00033630,"Hudson, Richard",NC08,"$20,000",,
American Institute of CPAs,N00031647,"Kelly, Mike",PA16,"$12,500",,
American Institute of CPAs,N00025445,"Kustoff, David",TN08,"$10,000",,
American Institute of CPAs,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
American Institute of CPAs,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
American Institute of CPAs,N00007248,"Nunes, Devin",CA22,"$12,500",,
American Institute of CPAs,N00031958,"Palazzo, Steven",MS04,"$15,000",,
American Institute of CPAs,N00033832,"Rice, Tom",SC07,"$15,000",,
American Institute of CPAs,N00009660,"Scalise, Steve",LA01,"$15,000",,
American Institute of CPAs,N00027623,"Smith, Adrian",NE03,"$10,000",,
American Institute of CPAs,N00035282,"Smith, Jason",MO08,"$12,500",,
American Institute of CPAs,N00029404,"Zeldin, Lee",NY01,"$15,000",,
General Dynamics,N00003028,"Aderholt, Robert B",AL04,"$11,000",,
General Dynamics,N00007099,"Calvert, Ken",CA42,"$20,000",,
General Dynamics,N00035346,"Carter, Buddy",GA01,"$17,500",,
General Dynamics,N00025095,"Carter, John",TX31,"$15,000",,
General Dynamics,N00025726,"Cole, Tom",OK04,"$17,500",,
General Dynamics,N00025337,"Diaz-Balart, Mario",FL25,"$20,000",,
General Dynamics,N00033630,"Hudson, Richard",NC08,"$15,000",,
General Dynamics,N00028152,"McCarthy, Kevin",CA23,"$11,000",,
General Dynamics,N00003473,"Rogers, Hal",KY05,"$15,000",,
General Dynamics,N00024759,"Rogers, Mike D",AL03,"$17,500",,
General Dynamics,N00009660,"Scalise, Steve",LA01,"$10,000",,
General Dynamics,N00029459,"Wittman, Rob",VA01,"$13,000",,
Blue Diamond Growers,N00033987,"LaMalfa, Doug",CA01,"$10,000",,
Blue Diamond Growers,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Blue Diamond Growers,N00007248,"Nunes, Devin",CA22,"$12,500",,
Emerson Electric,N00031390,"Hagedorn, Jim",MN01,"$10,000",,
Emerson Electric,N00039106,"Johnson, Mike",LA04,"$10,000",,
Emerson Electric,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Emerson Electric,N00035282,"Smith, Jason",MO08,"$10,000",,
DTE Energy,N00039533,"Bergman, John",MI01,"$17,500",,
DTE Energy,N00045730,"McClain, Lisa",MI10,"$10,000",,
DTE Energy,N00026368,"Walberg, Tim",MI07,"$20,000",,
US Chamber of Commerce,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
US Chamber of Commerce,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Eli Lilly & Co,N00037185,"Banks, Jim",IN03,"$10,000",,
Eli Lilly & Co,N00009660,"Scalise, Steve",LA01,"$10,000",,
Associated General Contractors,N00013323,"Graves, Sam",MO06,"$10,000",,
Associated General Contractors,N00007017,"Issa, Darrell",CA50,"$10,000",,
Associated General Contractors,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Duke Energy,N00044335,"Bishop, Dan",NC09,"$12,500",,
Duke Energy,N00030752,"Duncan, Jeff",SC03,"$10,000",,
Duke Energy,N00033630,"Hudson, Richard",NC08,"$20,000",,
Duke Energy,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Duke Energy,N00033832,"Rice, Tom",SC07,"$20,000",,
National Fuel Gas Co,N00044575,"Jacobs, Chris",NY27,"$15,000",,
National Fuel Gas Co,N00044065,"Keller, Fred",PA12,"$10,000",,
National Fuel Gas Co,N00031647,"Kelly, Mike",PA16,"$10,000",,
Occidental Petroleum,N00038285,"Arrington, Jodey",TX19,"$10,000",,
Occidental Petroleum,N00040712,"Estes, Ron",KS04,"$10,000",,
Occidental Petroleum,N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
Occidental Petroleum,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
International Franchise Assn,N00003689,"Chabot, Steve",OH01,"$10,000",,
International Franchise Assn,N00026166,"Foxx, Virginia",NC05,"$10,000",,
International Franchise Assn,N00040829,"Hern, Kevin",OK01,"$10,000",,
International Franchise Assn,N00033630,"Hudson, Richard",NC08,"$12,000",,
International Franchise Assn,N00039106,"Johnson, Mike",LA04,"$12,500",,
International Franchise Assn,N00037034,"Marshall, Roger",KSS1,"$10,000",,
International Franchise Assn,N00009660,"Scalise, Steve",LA01,"$20,000",,
Celanese Corp,N00032029,"Griffith, Morgan",VA09,"$10,000",,
Cigna Corp,N00025219,"Burgess, Michael",TX26,"$10,000",,
Cigna Corp,N00032088,"Johnson, Bill",OH06,"$10,000",,
Cigna Corp,N00039106,"Johnson, Mike",LA04,"$12,500",,
Cigna Corp,N00031647,"Kelly, Mike",PA16,"$10,000",,
Cigna Corp,N00030676,"Long, Billy",MO07,"$11,000",,
Cigna Corp,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Cigna Corp,N00007248,"Nunes, Devin",CA22,"$11,500",,
Cigna Corp,N00009660,"Scalise, Steve",LA01,"$10,000",,
Northrop Grumman,N00003028,"Aderholt, Robert B",AL04,"$20,000",,
Northrop Grumman,N00005736,"Babin, Brian",TX36,"$20,000",,
Northrop Grumman,N00037185,"Banks, Jim",IN03,"$12,500",,
Northrop Grumman,N00039533,"Bergman, John",MI01,"$10,000",,
Northrop Grumman,N00039293,"Biggs, Andy",AZ05,"$10,000",,
Northrop Grumman,N00030910,"Brooks, Mo",AL05,"$12,500",,
Northrop Grumman,N00007099,"Calvert, Ken",CA42,"$20,000",,
Northrop Grumman,N00025095,"Carter, John",TX31,"$15,000",,
Northrop Grumman,N00025726,"Cole, Tom",OK04,"$20,000",,
Northrop Grumman,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Northrop Grumman,N00025337,"Diaz-Balart, Mario",FL25,"$15,000",,
Northrop Grumman,N00013323,"Graves, Sam",MO06,"$15,000",,
Northrop Grumman,N00031005,"Hartzler, Vicky",MO04,"$20,000",,
Northrop Grumman,N00033630,"Hudson, Richard",NC08,"$13,000",,
Northrop Grumman,N00037003,"Kelly, Trent",MS01,"$15,000",,
Northrop Grumman,N00026823,"Kennedy, John",LAS2,"$10,500",,
Northrop Grumman,N00028133,"Lamborn, Douglas L",CO05,"$15,000",,
Northrop Grumman,N00005559,"Lucas, Frank D",OK03,"$20,000",,
Northrop Grumman,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Northrop Grumman,N00007248,"Nunes, Devin",CA22,"$15,000",,
Northrop Grumman,N00031958,"Palazzo, Steven",MS04,"$17,500",,
Northrop Grumman,N00029662,"Posey, Bill",FL08,"$10,000",,
Northrop Grumman,N00003473,"Rogers, Hal",KY05,"$20,000",,
Northrop Grumman,N00024759,"Rogers, Mike D",AL03,"$17,500",,
Northrop Grumman,N00039777,"Rutherford, John",FL04,"$17,500",,
Northrop Grumman,N00009660,"Scalise, Steve",LA01,"$10,000",,
Northrop Grumman,N00035523,"Stefanik, Elise",NY21,"$17,000",,
Northrop Grumman,N00033932,"Stewart, Chris",UT02,"$17,500",,
Northrop Grumman,N00024809,"Wilson, Joe",SC02,"$15,000",,
Northrop Grumman,N00029459,"Wittman, Rob",VA01,"$20,000",,
Northrop Grumman,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Altria Group,N00003028,"Aderholt, Robert B",AL04,"$12,500",,
Altria Group,N00025726,"Cole, Tom",OK04,"$18,500",,
Altria Group,N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
Altria Group,N00032029,"Griffith, Morgan",VA09,"$20,000",,
Altria Group,N00033630,"Hudson, Richard",NC08,"$17,500",,
Altria Group,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
Altria Group,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Altria Group,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Altria Group,N00007248,"Nunes, Devin",CA22,"$15,000",,
Altria Group,N00033527,"Rouzer, David",NC07,"$15,000",,
Altria Group,N00009660,"Scalise, Steve",LA01,"$20,000",,
"National Stone, Sand & Gravel Assn",N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
"National Stone, Sand & Gravel Assn",N00031128,"Gibbs, Bob",OH07,"$10,000",,
"National Stone, Sand & Gravel Assn",N00036135,"Graves, Garret",LA06,"$10,000",,
"National Stone, Sand & Gravel Assn",N00013323,"Graves, Sam",MO06,"$15,000",,
"National Stone, Sand & Gravel Assn",N00032088,"Johnson, Bill",OH06,"$12,500",,
"National Stone, Sand & Gravel Assn",N00029788,"Lummis, Cynthia",WYS2,"$10,000",,
"National Stone, Sand & Gravel Assn",N00037034,"Marshall, Roger",KSS1,"$10,000",,
"National Stone, Sand & Gravel Assn",N00037269,"Mast, Brian",FL18,"$10,000",,
"National Stone, Sand & Gravel Assn",N00033832,"Rice, Tom",SC07,"$10,000",,
"National Stone, Sand & Gravel Assn",N00033527,"Rouzer, David",NC07,"$10,000",,
"National Stone, Sand & Gravel Assn",N00009660,"Scalise, Steve",LA01,"$20,000",,
"National Stone, Sand & Gravel Assn",N00035523,"Stefanik, Elise",NY21,"$10,000",,
"National Stone, Sand & Gravel Assn",N00029459,"Wittman, Rob",VA01,"$10,000",,
National Active & Retired Federal Employees Assn,N00025726,"Cole, Tom",OK04,"$20,000",,
National Active & Retired Federal Employees Assn,N00029459,"Wittman, Rob",VA01,"$15,000",,
Walmart Inc,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Archer Daniels Midland,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Archer Daniels Midland,N00027623,"Smith, Adrian",NE03,"$10,000",,
Alabama Farmers Federation,N00003028,"Aderholt, Robert B",AL04,"$15,000",,
Alabama Farmers Federation,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Alabama Farmers Federation,N00035691,"Palmer, Gary",AL06,"$10,000",,
Alabama Farmers Federation,N00024759,"Rogers, Mike D",AL03,"$10,000",,
Alabama Farmers Federation,N00029736,"Thompson, Glenn",PA15,"$10,000",,
Alabama Farmers Federation,N00044434,"Tuberville, Tommy",ALS1,"$15,000",,
Edison Electric Institute,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Edison Electric Institute,N00033832,"Rice, Tom",SC07,"$10,000",,
Honeywell International,N00005736,"Babin, Brian",TX36,"$10,000",,
Honeywell International,N00037185,"Banks, Jim",IN03,"$12,500",,
Honeywell International,N00007099,"Calvert, Ken",CA42,"$14,500",,
Honeywell International,N00003689,"Chabot, Steve",OH01,"$17,500",,
Honeywell International,N00025726,"Cole, Tom",OK04,"$12,500",,
Honeywell International,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Honeywell International,N00013323,"Graves, Sam",MO06,"$15,000",,
Honeywell International,N00031005,"Hartzler, Vicky",MO04,"$10,000",,
Honeywell International,N00028133,"Lamborn, Douglas L",CO05,"$10,000",,
Honeywell International,N00005559,"Lucas, Frank D",OK03,"$15,000",,
Honeywell International,N00037269,"Mast, Brian",FL18,"$15,000",,
Honeywell International,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Honeywell International,N00041542,"Miller, Carol",WV03,"$10,000",,
Honeywell International,N00007248,"Nunes, Devin",CA22,"$20,000",,
Honeywell International,N00041871,"Reschenthaler, Guy",PA14,"$12,500",,
Honeywell International,N00033832,"Rice, Tom",SC07,"$10,000",,
Honeywell International,N00003473,"Rogers, Hal",KY05,"$14,000",,
Honeywell International,N00024759,"Rogers, Mike D",AL03,"$11,000",,
Honeywell International,N00035523,"Stefanik, Elise",NY21,"$15,000",,
Honeywell International,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Honeywell International,N00024809,"Wilson, Joe",SC02,"$12,500",,
Honeywell International,N00029459,"Wittman, Rob",VA01,"$15,000",,
Honeywell International,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Merck & Co,N00031647,"Kelly, Mike",PA16,"$10,000",,
Merck & Co,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Merck & Co,N00009660,"Scalise, Steve",LA01,"$15,000",,
Raytheon Technologies,N00003028,"Aderholt, Robert B",AL04,"$20,000",,
Raytheon Technologies,N00033720,"Allen, Richard W",GA12,"$10,000",,
Raytheon Technologies,N00005736,"Babin, Brian",TX36,"$10,000",,
Raytheon Technologies,N00037185,"Banks, Jim",IN03,"$10,000",,
Raytheon Technologies,N00007099,"Calvert, Ken",CA42,"$15,500",,
Raytheon Technologies,N00003689,"Chabot, Steve",OH01,"$15,000",,
Raytheon Technologies,N00025726,"Cole, Tom",OK04,"$20,000",,
Raytheon Technologies,N00025337,"Diaz-Balart, Mario",FL25,"$15,000",,
Raytheon Technologies,N00026166,"Foxx, Virginia",NC05,"$10,000",,
Raytheon Technologies,N00044298,"Garcia, Mike",CA25,"$20,000",,
Raytheon Technologies,N00013323,"Graves, Sam",MO06,"$15,000",,
Raytheon Technologies,N00042458,"Guest, Michael Patrick",MS03,"$10,000",,
Raytheon Technologies,N00031005,"Hartzler, Vicky",MO04,"$20,000",,
Raytheon Technologies,N00043298,"Hyde-Smith, Cindy",MSS1,"$15,000",,
Raytheon Technologies,N00043242,"Joyce, John",PA13,"$10,000",,
Raytheon Technologies,N00037003,"Kelly, Trent",MS01,"$10,000",,
Raytheon Technologies,N00028133,"Lamborn, Douglas L",CO05,"$13,000",,
Raytheon Technologies,N00042056,"Lesko, Debbie",AZ08,"$14,500",,
Raytheon Technologies,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
Raytheon Technologies,N00007248,"Nunes, Devin",CA22,"$15,000",,
Raytheon Technologies,N00031958,"Palazzo, Steven",MS04,"$11,000",,
Raytheon Technologies,N00029662,"Posey, Bill",FL08,"$10,000",,
Raytheon Technologies,N00003473,"Rogers, Hal",KY05,"$20,000",,
Raytheon Technologies,N00024759,"Rogers, Mike D",AL03,"$16,000",,
Raytheon Technologies,N00039777,"Rutherford, John",FL04,"$10,000",,
Raytheon Technologies,N00035282,"Smith, Jason",MO08,"$11,500",,
Raytheon Technologies,N00035523,"Stefanik, Elise",NY21,"$20,000",,
Raytheon Technologies,N00033932,"Stewart, Chris",UT02,"$20,000",,
Raytheon Technologies,N00031226,"Walorski, Jackie",IN02,"$20,000",,
Raytheon Technologies,N00024809,"Wilson, Joe",SC02,"$11,000",,
Raytheon Technologies,N00029459,"Wittman, Rob",VA01,"$15,000",,
Raytheon Technologies,N00029404,"Zeldin, Lee",NY01,"$10,000",,
National Assn of Truck Stop Operators,N00013323,"Graves, Sam",MO06,"$10,000",,
Target Corp,N00026166,"Foxx, Virginia",NC05,"$10,000",,
L3Harris Technologies,N00007099,"Calvert, Ken",CA42,"$12,500",,
L3Harris Technologies,N00025726,"Cole, Tom",OK04,"$10,000",,
L3Harris Technologies,N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
L3Harris Technologies,N00039503,"Gaetz, Matt",FL01,"$14,000",,
L3Harris Technologies,N00028133,"Lamborn, Douglas L",CO05,"$15,000",,
L3Harris Technologies,N00029662,"Posey, Bill",FL08,"$10,000",,
L3Harris Technologies,N00024759,"Rogers, Mike D",AL03,"$15,000",,
L3Harris Technologies,N00043290,"Scott, Rick",FLS1,"$10,000",,
L3Harris Technologies,N00035523,"Stefanik, Elise",NY21,"$10,000",,
L3Harris Technologies,N00033932,"Stewart, Chris",UT02,"$15,000",,
L3Harris Technologies,N00029459,"Wittman, Rob",VA01,"$10,000",,
Chicago Board Options Exchange,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Ecolab Inc,N00009660,"Scalise, Steve",LA01,"$15,000",,
Desert Caucus,N00003689,"Chabot, Steve",OH01,"$10,000",,
Parsons Corp,N00007099,"Calvert, Ken",CA42,"$17,500",,
Parsons Corp,N00025337,"Diaz-Balart, Mario",FL25,"$15,000",,
Parsons Corp,N00013323,"Graves, Sam",MO06,"$10,000",,
Parsons Corp,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
Parsons Corp,N00024809,"Wilson, Joe",SC02,"$12,500",,
Bechtel Group,N00024759,"Rogers, Mike D",AL03,"$10,000",,
HDR Inc,N00009660,"Scalise, Steve",LA01,"$10,000",,
Rite Aid Corp,N00035346,"Carter, Buddy",GA01,"$10,500",,
JPMorgan Chase & Co,N00005559,"Lucas, Frank D",OK03,"$10,000",,
JPMorgan Chase & Co,N00030026,"Luetkemeyer, Blaine",MO03,"$15,000",,
JPMorgan Chase & Co,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
JPMorgan Chase & Co,N00029404,"Zeldin, Lee",NY01,"$10,000",,
Delta Air Lines,N00033720,"Allen, Richard W",GA12,"$10,000",,
Delta Air Lines,N00039533,"Bergman, John",MI01,"$10,000",,
Delta Air Lines,N00035346,"Carter, Buddy",GA01,"$10,000",,
Delta Air Lines,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Delta Air Lines,N00036135,"Graves, Garret",LA06,"$10,000",,
Delta Air Lines,N00013323,"Graves, Sam",MO06,"$20,000",,
Delta Air Lines,N00032243,"Hice, Jody",GA10,"$10,000",,
Delta Air Lines,N00035347,"Loudermilk, Barry",GA11,"$10,000",,
Delta Air Lines,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Delta Air Lines,N00009660,"Scalise, Steve",LA01,"$12,500",,
Delta Air Lines,N00035523,"Stefanik, Elise",NY21,"$10,000",,
Delta Air Lines,N00026368,"Walberg, Tim",MI07,"$10,000",,
Delta Air Lines,N00031226,"Walorski, Jackie",IN02,"$10,000",,
Investment Co Institute,N00040712,"Estes, Ron",KS04,"$11,000",,
Investment Co Institute,N00026166,"Foxx, Virginia",NC05,"$20,000",,
Investment Co Institute,N00039106,"Johnson, Mike",LA04,"$10,000",,
Investment Co Institute,N00035347,"Loudermilk, Barry",GA11,"$10,000",,
Investment Co Institute,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
Investment Co Institute,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
Investment Co Institute,N00007248,"Nunes, Devin",CA22,"$20,000",,
Investment Co Institute,N00033832,"Rice, Tom",SC07,"$10,500",,
Investment Co Institute,N00009660,"Scalise, Steve",LA01,"$10,000",,
Investment Co Institute,N00035282,"Smith, Jason",MO08,"$10,000",,
Investment Co Institute,N00035523,"Stefanik, Elise",NY21,"$11,000",,
Investment Co Institute,N00042715,"Timmons, William",SC04,"$10,000",,
Investment Co Institute,N00029404,"Zeldin, Lee",NY01,"$10,000",,
American Hospital Assn,N00025219,"Burgess, Michael",TX26,"$17,500",,
American Hospital Assn,N00028152,"McCarthy, Kevin",CA23,"$15,000",,
American Hospital Assn,N00009660,"Scalise, Steve",LA01,"$11,500",,
America's Health Insurance Plans,N00025219,"Burgess, Michael",TX26,"$10,000",,
PricewaterhouseCoopers,N00039551,"Budd, Ted",NC13,"$10,000",,
PricewaterhouseCoopers,N00026166,"Foxx, Virginia",NC05,"$10,000",,
PricewaterhouseCoopers,N00031005,"Hartzler, Vicky",MO04,"$10,000",,
PricewaterhouseCoopers,N00033630,"Hudson, Richard",NC08,"$20,000",,
PricewaterhouseCoopers,N00031647,"Kelly, Mike",PA16,"$20,000",,
PricewaterhouseCoopers,N00030026,"Luetkemeyer, Blaine",MO03,"$20,000",,
PricewaterhouseCoopers,N00037034,"Marshall, Roger",KSS1,"$10,000",,
PricewaterhouseCoopers,N00028152,"McCarthy, Kevin",CA23,"$20,000",,
PricewaterhouseCoopers,N00041542,"Miller, Carol",WV03,"$14,500",,
PricewaterhouseCoopers,N00033832,"Rice, Tom",SC07,"$20,000",,
PricewaterhouseCoopers,N00009660,"Scalise, Steve",LA01,"$20,000",,
PricewaterhouseCoopers,N00035282,"Smith, Jason",MO08,"$10,000",,
PricewaterhouseCoopers,N00035523,"Stefanik, Elise",NY21,"$20,000",,
PricewaterhouseCoopers,N00031226,"Walorski, Jackie",IN02,"$17,500",,
PricewaterhouseCoopers,N00029404,"Zeldin, Lee",NY01,"$20,000",,
American Airlines,N00013323,"Graves, Sam",MO06,"$10,000",,
Xcel Energy,N00038285,"Arrington, Jodey",TX19,"$10,000",,
McKesson Corp,N00035346,"Carter, Buddy",GA01,"$10,000",,
Dominion Energy,N00030752,"Duncan, Jeff",SC03,"$10,000",,
Dominion Energy,N00033630,"Hudson, Richard",NC08,"$12,500",,
AT&T Inc,N00003028,"Aderholt, Robert B",AL04,"$20,000",,
AT&T Inc,N00039293,"Biggs, Andy",AZ05,"$10,000",,
AT&T Inc,N00035420,"Bost, Mike",IL12,"$10,000",,
AT&T Inc,N00025219,"Burgess, Michael",TX26,"$17,500",,
AT&T Inc,N00007099,"Calvert, Ken",CA42,"$16,000",,
AT&T Inc,N00035346,"Carter, Buddy",GA01,"$20,000",,
AT&T Inc,N00025095,"Carter, John",TX31,"$15,000",,
AT&T Inc,N00003689,"Chabot, Steve",OH01,"$10,000",,
AT&T Inc,N00025726,"Cole, Tom",OK04,"$20,000",,
AT&T Inc,N00033085,"Cruz, Ted",TXS2,"$15,000",,
AT&T Inc,N00025337,"Diaz-Balart, Mario",FL25,"$20,000",,
AT&T Inc,N00030752,"Duncan, Jeff",SC03,"$20,000",,
AT&T Inc,N00040712,"Estes, Ron",KS04,"$10,000",,
AT&T Inc,N00026166,"Foxx, Virginia",NC05,"$15,000",,
AT&T Inc,N00013323,"Graves, Sam",MO06,"$20,000",,
AT&T Inc,N00033630,"Hudson, Richard",NC08,"$25,000",,
AT&T Inc,N00032088,"Johnson, Bill",OH06,"$20,000",,
AT&T Inc,N00039106,"Johnson, Mike",LA04,"$20,000",,
AT&T Inc,N00031647,"Kelly, Mike",PA16,"$10,000",,
AT&T Inc,N00025445,"Kustoff, David",TN08,"$12,500",,
AT&T Inc,N00030676,"Long, Billy",MO07,"$20,000",,
AT&T Inc,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
AT&T Inc,N00037034,"Marshall, Roger",KSS1,"$10,000",,
AT&T Inc,N00033410,"Mullin, Markwayne",OK02,"$20,000",,
AT&T Inc,N00007248,"Nunes, Devin",CA22,"$10,000",,
AT&T Inc,N00034120,"Perry, Scott",PA10,"$10,000",,
AT&T Inc,N00033832,"Rice, Tom",SC07,"$10,000",,
AT&T Inc,N00003473,"Rogers, Hal",KY05,"$11,000",,
AT&T Inc,N00009660,"Scalise, Steve",LA01,"$20,000",,
AT&T Inc,N00006460,"Schweikert, David",AZ06,"$15,000",,
AT&T Inc,N00043290,"Scott, Rick",FLS1,"$12,000",,
AT&T Inc,N00027623,"Smith, Adrian",NE03,"$10,000",,
AT&T Inc,N00035282,"Smith, Jason",MO08,"$20,000",,
AT&T Inc,N00035523,"Stefanik, Elise",NY21,"$20,000",,
AT&T Inc,N00045167,"Van Duyne, Beth",TX24,"$10,000",,
AT&T Inc,N00026368,"Walberg, Tim",MI07,"$15,000",,
AT&T Inc,N00031226,"Walorski, Jackie",IN02,"$20,000",,
AT&T Inc,N00029404,"Zeldin, Lee",NY01,"$10,000",,
National Assn of Wholesaler-Distributors,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
National Assn of Wholesaler-Distributors,N00037034,"Marshall, Roger",KSS1,"$10,000",,
Valero Energy,N00038285,"Arrington, Jodey",TX19,"$12,500",,
Valero Energy,N00005736,"Babin, Brian",TX36,"$10,000",,
Valero Energy,N00044579,"Bice, Stephanie",OK05,"$10,000",,
Valero Energy,N00025726,"Cole, Tom",OK04,"$10,000",,
Valero Energy,N00033085,"Cruz, Ted",TXS2,"$10,000",,
Valero Energy,N00036135,"Graves, Garret",LA06,"$15,000",,
Valero Energy,N00033630,"Hudson, Richard",NC08,"$15,000",,
Valero Energy,N00039106,"Johnson, Mike",LA04,"$12,500",,
Valero Energy,N00026823,"Kennedy, John",LAS2,"$10,000",,
Valero Energy,N00035282,"Smith, Jason",MO08,"$10,000",,
Valero Energy,N00031226,"Walorski, Jackie",IN02,"$10,000",,
American Crystal Sugar,N00003028,"Aderholt, Robert B",AL04,"$10,000",,
American Crystal Sugar,N00038285,"Arrington, Jodey",TX19,"$10,000",,
American Crystal Sugar,N00041954,"Baird, Jim",IN04,"$10,000",,
American Crystal Sugar,N00039533,"Bergman, John",MI01,"$10,000",,
American Crystal Sugar,N00044335,"Bishop, Dan",NC09,"$10,000",,
American Crystal Sugar,N00035420,"Bost, Mike",IL12,"$10,000",,
American Crystal Sugar,N00045978,"Cammack, Kat",FL03,"$10,000",,
American Crystal Sugar,N00035346,"Carter, Buddy",GA01,"$10,000",,
American Crystal Sugar,N00025095,"Carter, John",TX31,"$10,000",,
American Crystal Sugar,N00046252,"Cawthorn, David Madison",NC11,"$10,000",,
American Crystal Sugar,N00025726,"Cole, Tom",OK04,"$10,000",,
American Crystal Sugar,N00030770,"Crawford, Rick",AR01,"$20,000",,
American Crystal Sugar,N00025337,"Diaz-Balart, Mario",FL25,"$10,000",,
American Crystal Sugar,N00037442,"Dunn, Neal",FL02,"$10,000",,
American Crystal Sugar,N00040712,"Estes, Ron",KS04,"$10,000",,
American Crystal Sugar,N00042237,"Gooden, Lance",TX05,"$10,000",,
American Crystal Sugar,N00013323,"Graves, Sam",MO06,"$10,000",,
American Crystal Sugar,N00042458,"Guest, Michael Patrick",MS03,"$10,000",,
American Crystal Sugar,N00031390,"Hagedorn, Jim",MN01,"$10,000",,
American Crystal Sugar,N00031005,"Hartzler, Vicky",MO04,"$10,000",,
American Crystal Sugar,N00040829,"Hern, Kevin",OK01,"$10,000",,
American Crystal Sugar,N00033630,"Hudson, Richard",NC08,"$10,000",,
American Crystal Sugar,N00043298,"Hyde-Smith, Cindy",MSS1,"$10,000",,
American Crystal Sugar,N00046055,"Jackson, Ronny",TX13,"$10,000",,
American Crystal Sugar,N00044065,"Keller, Fred",PA12,"$10,000",,
American Crystal Sugar,N00033987,"LaMalfa, Doug",CA01,"$10,000",,
American Crystal Sugar,N00030676,"Long, Billy",MO07,"$10,000",,
American Crystal Sugar,N00005559,"Lucas, Frank D",OK03,"$10,000",,
American Crystal Sugar,N00030026,"Luetkemeyer, Blaine",MO03,"$10,000",,
American Crystal Sugar,N00030743,"Mann, Tracey",KS01,"$10,000",,
American Crystal Sugar,N00037034,"Marshall, Roger",KSS1,"$20,000",,
American Crystal Sugar,N00028152,"McCarthy, Kevin",CA23,"$10,000",,
American Crystal Sugar,N00033410,"Mullin, Markwayne",OK02,"$10,000",,
American Crystal Sugar,N00031958,"Palazzo, Steven",MS04,"$10,000",,
American Crystal Sugar,N00003473,"Rogers, Hal",KY05,"$10,000",,
American Crystal Sugar,N00024759,"Rogers, Mike D",AL03,"$15,000",,
American Crystal Sugar,N00033527,"Rouzer, David",NC07,"$10,000",,
American Crystal Sugar,N00039777,"Rutherford, John",FL04,"$10,000",,
American Crystal Sugar,N00009660,"Scalise, Steve",LA01,"$10,000",,
American Crystal Sugar,N00005681,"Sessions, Pete",TX17,"$10,000",,
American Crystal Sugar,N00027623,"Smith, Adrian",NE03,"$10,000",,
American Crystal Sugar,N00035282,"Smith, Jason",MO08,"$10,000",,
American Crystal Sugar,N00029736,"Thompson, Glenn",PA15,"$20,000",,
